date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:26:06	10230/10230	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2023%20Sep%202022%2019:55:30%20GMT	https://grupoplaytvstreaming.com.br/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-includes/js/dist/i18n.mine57b.js	(from https://grupoplaytvstreaming.com.br/)
19:26:07	20415/20415	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Nov%202022%2016:14:41%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.7	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.minac9e.js	(from https://grupoplaytvstreaming.com.br/)
19:26:09	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2011:07:52%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://grupoplaytvstreaming.com.br/)
19:26:09	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2006:38:24%20GMT	https://grupoplaytvstreaming.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://grupoplaytvstreaming.com.br/)
19:26:10	40625/40625	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2011:07:50%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.2	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/js/frontend.min2e9d.js	(from https://grupoplaytvstreaming.com.br/)
19:26:11	24213/24213	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Nov%202022%2016:14:41%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.7	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minac9e.js	(from https://grupoplaytvstreaming.com.br/)
19:26:13	213952/213952	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20May%202023%2011:07:51%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.20.0	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.eot	(from https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:26:15	94248/94248	---M--	200	added ('OK')	font/woff2	date:Sat,%2013%20May%202023%2011:07:51%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.20.0	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff2	(from https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:26:17	115572/115572	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20May%202023%2011:07:51%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.20.0	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff	(from https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:26:18	213792/213792	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2013%20May%202023%2011:07:51%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.20.0	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.ttf	(from https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:26:21	321759/321759	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2013%20May%202023%2011:07:51%20GMT	https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.20.0	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.svg	(from https://grupoplaytvstreaming.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:26:21	301576/301576	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Nov%202022%2015:58:44%20GMT	https://grupoplaytvstreaming.com.br/wp-content/uploads/2022/11/IPTV-BK02.jpg	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/uploads/2022/11/IPTV-BK02.jpg	(from https://grupoplaytvstreaming.com.br/wp-content/uploads/elementor/css/post-187.css?ver=1683976229)
19:26:21	139877/139877	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Nov%202022%2015:58:51%20GMT	https://grupoplaytvstreaming.com.br/wp-content/uploads/2022/11/IPTV-BLOCO-03.jpg	C:/Users/Familia%20Santos/Desktop/SITE%20TV/NEXT%20IPTV/grupoplaytvstreaming.com.br/wp-content/uploads/2022/11/IPTV-BLOCO-03.jpg	(from https://grupoplaytvstreaming.com.br/wp-content/uploads/elementor/css/post-187.css?ver=1683976229)
